Hotel,Room Type,Item Code,Check In Date,Check Out Date,Stock,Pax,Nights,Daily Rate,Total Price,,
The Bay Apartments,2 Bedroom Deluxe,4BRZ_BAY_2BD_3N4P,04/04/2018,07/04/2018,5,4,3," $1,390.20 "," $4,170.60 ",,
The Bay Apartments,2 Bedroom Deluxe,4BRZ_BAY_2BD_4N4P,04/04/2018,08/04/2018,5,4,4, $939.23 ," $3,756.90 ",,
The Bay Apartments,2 Bedroom Deluxe,4BRZ_BAY_2BD_8N4P,04/04/2018,12/04/2018,5,4,8, $650.21 ," $5,201.70 ",,
The Bay Apartments,2 Bedroom Deluxe,4BRZ_BAY_2BD_9N4P,04/04/2018,13/04/2018,5,4,9, $581.73 ," $5,235.56 ",,
The Bay Apartments,2 Bedroom Deluxe,4BRZ_BAY_2BD_12N4P,04/04/2018,16/04/2018,5,4,12, $478.63 ," $5,743.50 ",,
The Bay Apartments,2 Bedroom Deluxe,13BRZ_BAY_2BD_3N3P,13/04/2018,16/04/2018,5,3,3," $1,279.97 "," $3,839.90 ",,
The Bay Apartments,2 Bedroom Deluxe,13BRZ_BAY_2BD_3N4P,13/04/2018,16/04/2018,5,4,3," $1,390.20 "," $4,170.60 ",,
The Bay Apartments,2 Bedroom Deluxe,8BRZ_BAY_2BD_4N3P,08/04/2018,12/04/2018,5,3,4, $854.09 ," $3,416.35 ",,
The Bay Apartments,2 Bedroom Deluxe,8BRZ_BAY_2BD_4N4P,08/04/2018,12/04/2018,5,4,4, $939.23 ," $3,756.90 ",,
The Bay Apartments,2 Bedroom Deluxe,12BRZ_BAY_2BD_4N3P,12/04/2018,16/04/2018,5,3,4, $854.09 ," $3,416.35 ",,
The Bay Apartments,2 Bedroom Deluxe,12BRZ_BAY_2BD_4N4P,12/04/2018,16/04/2018,5,4,4, $939.23 ," $3,756.90 ",,
The Bay Apartments,2 Bedroom Deluxe,8BRZ_BAY_2BD_8N3P,08/04/2018,16/04/2018,5,3,8, $504.44 ," $4,035.55 ",,
The Bay Apartments,2 Bedroom Deluxe,8BRZ_BAY_2BD_8N4P,08/04/2018,16/04/2018,5,4,8, $650.21 ," $5,201.70 ",,
The Bay Apartments,2 Bedroom Deluxe,7BRZ_BAY_2BD_9N3P,07/04/2018,16/04/2018,5,3,9, $452.25 ," $4,070.22 ",,
The Bay Apartments,2 Bedroom Deluxe,7BRZ_BAY_2BD_9N4P,07/04/2018,16/04/2018,5,4,9, $581.73 ," $5,235.56 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_3N1P,04/04/2018,07/04/2018,5,1,3, $648.21 ," $1,944.64 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_4N1P,04/04/2018,08/04/2018,5,1,4, $528.80 ," $2,115.21 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_8N1P,04/04/2018,12/04/2018,5,1,8, $429.10 ," $3,432.78 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_9N1P,04/04/2018,13/04/2018,5,1,9, $391.24 ," $3,521.16 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_12N1P,04/04/2018,16/04/2018,5,1,12, $323.56 ," $3,882.69 ",,
The Chancellor Executive,1 Bedroom,1BRZ_CE_GC_15N1P,01/04/2018,16/04/2018,5,1,15, $268.49 ," $4,027.30 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_3N2P,04/04/2018,07/04/2018,5,2,3, $819.87 ," $2,459.60 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_4N2P,04/04/2018,08/04/2018,5,2,4, $659.41 ," $2,637.62 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_8N2P,04/04/2018,12/04/2018,5,2,8, $501.60 ," $4,012.76 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_9N2P,04/04/2018,13/04/2018,5,2,9, $456.11 ," $4,105.00 ",,
The Chancellor Executive,1 Bedroom,4BRZ_CE_GC_12N2P,04/04/2018,16/04/2018,5,2,12, $373.53 ," $4,482.32 ",,
The Chancellor Executive,1 Bedroom,1BRZ_CE_GC_15N2P,01/04/2018,16/04/2018,5,2,15, $308.88 ," $4,633.25 ",,
The Chancellor Executive,1 Bedroom,1BRZ_CE_GC_3N1P,01/04/2018,04/04/2018,5,1,3, $648.21 ," $1,944.64 ",,
The Chancellor Executive,1 Bedroom,1BRZ_CE_GC_3N2P,01/04/2018,04/04/2018,5,2,3, $819.87 ," $2,459.60 ",,
The Chancellor Executive,1 Bedroom,13BRZ_CE_GC_3N1P,13/04/2018,16/04/2018,5,1,3, $648.21 ," $1,944.64 ",,
The Chancellor Executive,1 Bedroom,13BRZ_CE_GC_3N2P,13/04/2018,16/04/2018,5,2,3, $819.87 ," $2,459.60 ",,
The Chancellor Executive,1 Bedroom,8BRZ_CE_GC_4N1P,08/04/2018,12/04/2018,5,1,4, $528.80 ," $2,115.21 ",,
The Chancellor Executive,1 Bedroom,8BRZ_CE_GC_4N2P,08/04/2018,12/04/2018,5,2,4, $659.41 ," $2,637.62 ",,
The Chancellor Executive,1 Bedroom,12BRZ_CE_GC_4N1P,12/04/2018,16/04/2018,5,1,4, $528.80 ," $2,115.21 ",,
The Chancellor Executive,1 Bedroom,12BRZ_CE_GC_4N2P,12/04/2018,16/04/2018,5,2,4, $659.41 ," $2,637.62 ",,
The Chancellor Executive,1 Bedroom,8BRZ_CE_GC_8N1P,08/04/2018,16/04/2018,5,1,8, $429.10 ," $3,432.78 ",,
The Chancellor Executive,1 Bedroom,8BRZ_CE_GC_8N2P,08/04/2018,16/04/2018,5,2,8, $501.60 ," $4,012.76 ",,
The Chancellor Executive,1 Bedroom,7BRZ_CE_GC_9N1P,07/04/2018,16/04/2018,5,1,9, $391.24 ," $3,521.16 ",,
The Chancellor Executive,1 Bedroom,7BRZ_CE_GC_9N2P,07/04/2018,16/04/2018,5,2,9, $456.11 ," $4,105.00 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_3N1P,04/04/2018,07/04/2018,10,1,3, $648.21 ," $1,944.64 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_4N1P,04/04/2018,08/04/2018,10,1,4, $528.80 ," $2,115.21 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_8N1P,04/04/2018,12/04/2018,10,1,8, $429.10 ," $3,432.78 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_9N1P,04/04/2018,13/04/2018,10,1,9, $391.24 ," $3,521.16 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_12N1P,04/04/2018,16/04/2018,10,1,12, $323.56 ," $3,882.69 ",,
The Chancellor Lakeside,1 Bedroom,1BRZ_CL_GC_15N1P,01/04/2018,16/04/2018,10,1,15, $268.49 ," $4,027.30 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_3N2P,04/04/2018,07/04/2018,10,2,3, $819.87 ," $2,459.60 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_4N2P,04/04/2018,08/04/2018,10,2,4, $659.41 ," $2,637.62 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_8N2P,04/04/2018,12/04/2018,10,2,8, $501.60 ," $4,012.76 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_9N2P,04/04/2018,13/04/2018,10,2,9, $456.11 ," $4,105.00 ",,
The Chancellor Lakeside,1 Bedroom,4BRZ_CL_GC_12N2P,04/04/2018,16/04/2018,10,2,12, $373.53 ," $4,482.32 ",,
The Chancellor Lakeside,1 Bedroom,1BRZ_CL_GC_15N2P,01/04/2018,16/04/2018,10,2,15, $308.88 ," $4,633.25 ",,
The Chancellor Lakeside,1 Bedroom,1BRZ_CL_GC_3N1P,01/04/2018,04/04/2018,10,1,3, $648.21 ," $1,944.64 ",,
The Chancellor Lakeside,1 Bedroom,1BRZ_CL_GC_3N2P,01/04/2018,04/04/2018,10,2,3, $819.87 ," $2,459.60 ",,
The Chancellor Lakeside,1 Bedroom,13BRZ_CL_GC_3N1P,13/04/2018,16/04/2018,10,1,3, $648.21 ," $1,944.64 ",,
The Chancellor Lakeside,1 Bedroom,13BRZ_CL_GC_3N2P,13/04/2018,16/04/2018,10,2,3, $819.87 ," $2,459.60 ",,
The Chancellor Lakeside,1 Bedroom,8BRZ_CL_GC_4N1P,08/04/2018,12/04/2018,10,1,4, $528.80 ," $2,115.21 ",,
The Chancellor Lakeside,1 Bedroom,8BRZ_CL_GC_4N2P,08/04/2018,12/04/2018,10,2,4, $659.41 ," $2,637.62 ",,
The Chancellor Lakeside,1 Bedroom,12BRZ_CL_GC_4N1P,12/04/2018,16/04/2018,10,1,4, $528.80 ," $2,115.21 ",,
The Chancellor Lakeside,1 Bedroom,12BRZ_CL_GC_4N2P,12/04/2018,16/04/2018,10,2,4, $659.41 ," $2,637.62 ",,
The Chancellor Lakeside,1 Bedroom,8BRZ_CL_GC_8N1P,08/04/2018,16/04/2018,10,1,8, $429.10 ," $3,432.78 ",,
The Chancellor Lakeside,1 Bedroom,8BRZ_CL_GC_8N2P,08/04/2018,16/04/2018,10,2,8, $501.60 ," $4,012.76 ",,
The Chancellor Lakeside,1 Bedroom,7BRZ_CL_GC_9N1P,07/04/2018,16/04/2018,10,1,9, $391.24 ," $3,521.16 ",,
The Chancellor Lakeside,1 Bedroom,7BRZ_CL_GC_9N2P,07/04/2018,16/04/2018,10,2,9, $456.11 ," $4,105.00 ",,
The Star,Superior King / 1Bed,4GLD_STA_K_4N1P,04/04/2018,08/04/2018,10,1,4, $986.74 ," $3,946.96 ",,
The Star,Superior King / 1Bed,4GLD_STA_K_8N1P,04/04/2018,12/04/2018,10,1,8, $780.59 ," $6,244.68 ",,
The Star,Superior King / 1Bed,4GLD_STA_K_9N1P,04/04/2018,13/04/2018,10,1,9, $708.58 ," $6,377.25 ",,
The Star,Superior King / 1Bed,4GLD_STA_K_12N1P,04/04/2018,16/04/2018,10,1,12, $622.02 ," $7,464.25 ",,
The Star,Superior King / 1Bed,4GLD_STA_K_4N2P,04/04/2018,08/04/2018,10,2,4," $1,137.35 "," $4,549.40 ",,
The Star,Superior King / 1Bed,4GLD_STA_K_8N2P,04/04/2018,12/04/2018,10,2,8, $868.44 ," $6,947.51 ",,
The Star,Superior King / 1Bed,4GLD_STA_K_9N2P,04/04/2018,13/04/2018,10,2,9, $787.32 ," $7,085.86 ",,
The Star,Superior King / 1Bed,4GLD_STA_K_12N2P,04/04/2018,16/04/2018,10,2,12, $685.03 ," $8,220.35 ",,
The Star,Superior King / 1Bed,8GLD_STA_K_4N1P,08/04/2018,12/04/2018,10,1,4, $986.74 ," $3,946.96 ",,
The Star,Superior King / 1Bed,8GLD_STA_K_4N2P,08/04/2018,12/04/2018,10,2,4," $1,137.35 "," $4,549.40 ",,
The Star,Superior King / 1Bed,12GLD_STA_K_4N1P,12/04/2018,16/04/2018,10,1,4, $986.74 ," $3,946.96 ",,
The Star,Superior King / 1Bed,12GLD_STA_K_4N2P,12/04/2018,16/04/2018,10,2,4," $1,137.35 "," $4,549.40 ",,
The Star,Superior King / 1Bed,8GLD_STA_K_8N1P,08/04/2018,16/04/2018,10,1,8, $780.59 ," $6,244.68 ",,
The Star,Superior King / 1Bed,8GLD_STA_K_8N2P,08/04/2018,16/04/2018,10,2,8, $868.44 ," $6,947.51 ",,
The Star,Superior King / 1Bed,7GLD_STA_K_9N1P,07/04/2018,16/04/2018,10,1,9, $708.58 ," $6,377.25 ",,
The Star,Superior King / 1Bed,7GLD_STA_K_9N2P,07/04/2018,16/04/2018,10,2,9, $787.32 ," $7,085.86 ",,
The Star,Superior Twin / 2 Beds,4GLD_STA_T_4N1P,04/04/2018,08/04/2018,2,1,4, $986.74 ," $3,946.96 ",,
The Star,Superior Twin / 2 Beds,4GLD_STA_T_8N1P,04/04/2018,12/04/2018,2,1,8, $780.59 ," $6,244.68 ",,
The Star,Superior Twin / 2 Beds,4GLD_STA_T_9N1P,04/04/2018,13/04/2018,2,1,9, $708.58 ," $6,377.25 ",,
The Star,Superior Twin / 2 Beds,4GLD_STA_T_12N1P,04/04/2018,16/04/2018,2,1,12, $622.02 ," $7,464.25 ",,
The Star,Superior Twin / 2 Beds,4GLD_STA_T_4N2P,04/04/2018,08/04/2018,2,2,4," $1,137.35 "," $4,549.40 ",,
The Star,Superior Twin / 2 Beds,4GLD_STA_T_8N2P,04/04/2018,12/04/2018,2,2,8, $868.44 ," $6,947.51 ",,
The Star,Superior Twin / 2 Beds,4GLD_STA_T_9N2P,04/04/2018,13/04/2018,2,2,9, $787.32 ," $7,085.86 ",,
The Star,Superior Twin / 2 Beds,4GLD_STA_T_12N2P,04/04/2018,16/04/2018,2,2,12, $685.03 ," $8,220.35 ",,
The Star,Superior Twin / 2 Beds,8GLD_STA_T_4N1P,08/04/2018,12/04/2018,2,1,4, $986.74 ," $3,946.96 ",,
The Star,Superior Twin / 2 Beds,8GLD_STA_T_4N2P,08/04/2018,12/04/2018,2,2,4," $1,137.35 "," $4,549.40 ",,
The Star,Superior Twin / 2 Beds,12GLD_STA_T_4N1P,12/04/2018,16/04/2018,2,1,4, $986.74 ," $3,946.96 ",,
The Star,Superior Twin / 2 Beds,12GLD_STA_T_4N2P,12/04/2018,16/04/2018,2,2,4," $1,137.35 "," $4,549.40 ",,
The Star,Superior Twin / 2 Beds,8GLD_STA_T_8N1P,08/04/2018,16/04/2018,2,1,8, $780.59 ," $6,244.68 ",,
The Star,Superior Twin / 2 Beds,8GLD_STA_T_8N2P,08/04/2018,16/04/2018,2,2,8, $868.44 ," $6,947.51 ",,
The Star,Superior Twin / 2 Beds,7GLD_STA_T_9N1P,07/04/2018,16/04/2018,2,1,9, $708.58 ," $6,377.25 ",,
The Star,Superior Twin / 2 Beds,7GLD_STA_T_9N2P,07/04/2018,16/04/2018,2,2,9, $787.32 ," $7,085.86 ",,
