Hotel,Room Type,Item Code,Check In Date,Check Out Date,Stock,Pax,Nights,Daily Rate,Total Price,,
Artique Resort,1 Bedroom,4SIL_ART_1BS_3N1P,04/04/2018,07/04/2018,2,1,3," $1,000.47 "," $3,001.42 ",,
Artique Resort,1 Bedroom,4SIL_ART_1BS_4N1P,04/04/2018,08/04/2018,2,1,4, $821.94 ," $3,287.76 ",,
Artique Resort,1 Bedroom,4SIL_ART_1BS_8N1P,04/04/2018,12/04/2018,2,1,8, $644.63 ," $5,157.00 ", ,
Artique Resort,1 Bedroom,4SIL_ART_1BS_9N1P,04/04/2018,13/04/2018,2,1,9, $584.98 ," $5,264.85 ",,
Artique Resort,1 Bedroom,4SIL_ART_1BS_12N1P,04/04/2018,16/04/2018,2,1,12, $512.43 ," $6,149.14 ",,
Artique Resort,1 Bedroom,4SIL_ART_1BS_3N2P,04/04/2018,07/04/2018,2,2,3," $1,187.52 "," $3,562.55 ",,
Artique Resort,1 Bedroom,4SIL_ART_1BS_4N2P,04/04/2018,08/04/2018,2,2,4, $965.35 ," $3,861.40 ",,
Artique Resort,1 Bedroom,4SIL_ART_1BS_8N2P,04/04/2018,12/04/2018,2,2,8, $726.54 ," $5,812.31 ",,
Artique Resort,1 Bedroom,4SIL_ART_1BS_9N2P,04/04/2018,13/04/2018,2,2,9, $658.32 ," $5,924.86 ",,
Artique Resort,1 Bedroom,4SIL_ART_1BS_12N2P,04/04/2018,16/04/2018,2,2,12, $570.65 ," $6,847.79 ",," $12,092.29 "
Artique Resort,1 Bedroom,13SIL_ART_1BS_3N1P,13/04/2018,16/04/2018,2,1,3," $1,000.47 "," $3,001.42 ",,
Artique Resort,1 Bedroom,13SIL_ART_1BS_3N2P,13/04/2018,16/04/2018,2,2,3," $1,187.52 "," $3,562.55 ",,
Artique Resort,1 Bedroom,8SIL_ART_1BS_4N1P,08/04/2018,12/04/2018,2,1,4, $821.94 ," $3,287.76 ",,
Artique Resort,1 Bedroom,8SIL_ART_1BS_4N2P,08/04/2018,12/04/2018,2,2,4, $965.35 ," $3,861.40 ",,
Artique Resort,1 Bedroom,12SIL_ART_1BS_4N1P,12/04/2018,16/04/2018,2,1,4, $821.94 ," $3,287.76 ",,
Artique Resort,1 Bedroom,12SIL_ART_1BS_4N2P,12/04/2018,16/04/2018,2,2,4, $965.35 ," $3,861.40 ",,
Artique Resort,1 Bedroom,8SIL_ART_1BS_8N1P,08/04/2018,16/04/2018,2,1,8, $644.63 ," $5,157.00 ",,
Artique Resort,1 Bedroom,8SIL_ART_1BS_8N2P,08/04/2018,16/04/2018,2,2,8, $726.54 ," $5,812.31 ",,
Artique Resort,1 Bedroom,7SIL_ART_1BS_9N1P,07/04/2018,16/04/2018,2,1,9, $584.98 ," $5,264.85 ",,
Artique Resort,1 Bedroom,7SIL_ART_1BS_9N2P,07/04/2018,16/04/2018,2,2,9, $658.32 ," $5,924.86 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_3N1P,04/04/2018,07/04/2018,2,1,3," $1,076.69 "," $3,230.08 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_4N1P,04/04/2018,08/04/2018,2,1,4, $885.80 ," $3,543.20 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_8N1P,04/04/2018,12/04/2018,2,1,8, $697.31 ," $5,578.48 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_9N1P,04/04/2018,13/04/2018,2,1,9, $632.88 ," $5,695.90 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_12N1P,04/04/2018,16/04/2018,2,1,12, $554.90 ," $6,658.74 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_3N2P,04/04/2018,07/04/2018,2,2,3," $1,267.07 "," $3,801.20 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_4N2P,04/04/2018,08/04/2018,2,2,4," $1,032.00 "," $4,128.00 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_8N2P,04/04/2018,12/04/2018,2,2,8, $781.53 ," $6,252.20 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_9N2P,04/04/2018,13/04/2018,2,2,9, $708.31 ," $6,374.75 ",,
Artique Resort,1 Bedroom Ocean View,4SIL_ART_1BO_12N2P,04/04/2018,16/04/2018,2,2,12, $614.97 ," $7,379.66 ",,
Artique Resort,1 Bedroom Ocean View,13SIL_ART_1BO_3N1P,13/04/2018,16/04/2018,2,1,3," $1,076.69 "," $3,230.08 ",,
Artique Resort,1 Bedroom Ocean View,13SIL_ART_1BO_3N2P,13/04/2018,16/04/2018,2,2,3," $1,267.07 "," $3,801.20 ",,
Artique Resort,1 Bedroom Ocean View,8SIL_ART_1BO_4N1P,08/04/2018,12/04/2018,2,1,4, $885.80 ," $3,543.20 ",,
Artique Resort,1 Bedroom Ocean View,8SIL_ART_1BO_4N2P,08/04/2018,12/04/2018,2,2,4," $1,032.00 "," $4,128.00 ",,
Artique Resort,1 Bedroom Ocean View,12SIL_ART_1BO_4N1P,12/04/2018,16/04/2018,2,1,4, $885.80 ," $3,543.20 ",,
Artique Resort,1 Bedroom Ocean View,12SIL_ART_1BO_4N2P,12/04/2018,16/04/2018,2,2,4," $1,032.00 "," $4,128.00 ",,
Artique Resort,1 Bedroom Ocean View,8SIL_ART_1BO_8N1P,08/04/2018,16/04/2018,2,1,8, $697.31 ," $5,578.48 ",,
Artique Resort,1 Bedroom Ocean View,8SIL_ART_1BO_8N2P,08/04/2018,16/04/2018,2,2,8, $781.53 ," $6,252.20 ",,
Artique Resort,1 Bedroom Ocean View,7SIL_ART_1BO_9N1P,07/04/2018,16/04/2018,2,1,9, $632.88 ," $5,695.90 ",,
Artique Resort,1 Bedroom Ocean View,7SIL_ART_1BO_9N2P,07/04/2018,16/04/2018,2,2,9, $708.31 ," $6,374.75 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_3N3P,04/04/2018,07/04/2018,1,3,3," $1,823.20 "," $5,469.60 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_4N3P,04/04/2018,08/04/2018,1,3,4," $1,193.25 "," $4,773.00 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_8N3P,04/04/2018,12/04/2018,1,3,8, $772.12 ," $6,176.95 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_9N3P,04/04/2018,13/04/2018,1,3,9, $700.84 ," $6,307.56 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_12N3P,04/04/2018,16/04/2018,1,3,12, $614.88 ," $7,378.59 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_3N4P,04/04/2018,07/04/2018,1,4,3," $1,920.80 "," $5,762.40 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_4N4P,04/04/2018,08/04/2018,1,4,4," $1,270.50 "," $5,082.00 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_8N4P,04/04/2018,12/04/2018,1,4,8, $911.66 ," $7,293.30 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_9N4P,04/04/2018,13/04/2018,1,4,9, $824.54 ," $7,420.88 ",,
Artique Resort,2 Bedroom,4SIL_ART_2BS_12N4P,04/04/2018,16/04/2018,1,4,12, $705.58 ," $8,466.99 ",,
Artique Resort,2 Bedroom,13SIL_ART_2BS_3N3P,13/04/2018,16/04/2018,1,3,3," $1,823.20 "," $5,469.60 ",,
Artique Resort,2 Bedroom,13SIL_ART_2BS_3N4P,13/04/2018,16/04/2018,1,4,3," $1,920.80 "," $5,762.40 ",,
Artique Resort,2 Bedroom,8SIL_ART_2BS_4N3P,08/04/2018,12/04/2018,1,3,4," $1,193.25 "," $4,773.00 ",,
Artique Resort,2 Bedroom,8SIL_ART_2BS_4N4P,08/04/2018,12/04/2018,1,4,4," $1,270.50 "," $5,082.00 ",,
Artique Resort,2 Bedroom,12SIL_ART_2BS_4N3P,12/04/2018,16/04/2018,1,3,4," $1,193.25 "," $4,773.00 ",,
Artique Resort,2 Bedroom,12SIL_ART_2BS_4N4P,12/04/2018,16/04/2018,1,4,4," $1,270.50 "," $5,082.00 ",,
Artique Resort,2 Bedroom,8SIL_ART_2BS_8N3P,08/04/2018,16/04/2018,1,3,8, $772.12 ," $6,176.95 ",,
Artique Resort,2 Bedroom,8SIL_ART_2BS_8N4P,08/04/2018,16/04/2018,1,4,8, $911.66 ," $7,293.30 ",,
Artique Resort,2 Bedroom,7SIL_ART_2BS_9N3P,07/04/2018,16/04/2018,1,3,9, $700.84 ," $6,307.56 ",,
Artique Resort,2 Bedroom,7SIL_ART_2BS_9N4P,07/04/2018,16/04/2018,1,4,9, $824.54 ," $7,420.88 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_3N3P,04/04/2018,07/04/2018,2,3,3," $2,012.40 "," $6,037.20 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_4N3P,04/04/2018,08/04/2018,2,3,4," $1,311.50 "," $5,246.00 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_8N3P,04/04/2018,12/04/2018,2,3,8, $869.68 ," $6,957.40 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_9N3P,04/04/2018,13/04/2018,2,3,9, $789.53 ," $7,105.75 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_12N3P,04/04/2018,16/04/2018,2,3,12, $693.52 ," $8,322.22 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_3N4P,04/04/2018,07/04/2018,2,4,3," $2,105.60 "," $6,316.80 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_4N4P,04/04/2018,08/04/2018,2,4,4," $1,386.00 "," $5,544.00 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_8N4P,04/04/2018,12/04/2018,2,4,8," $1,006.95 "," $8,055.60 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_9N4P,04/04/2018,13/04/2018,2,4,9, $911.17 ," $8,200.50 ",,
Artique Resort,2 Bedroom Ocean View,4SIL_ART_2BO_12N4P,04/04/2018,16/04/2018,2,4,12, $782.39 ," $9,388.68 ",,
Artique Resort,2 Bedroom Ocean View,13SIL_ART_2BO_3N3P,13/04/2018,16/04/2018,2,3,3," $2,012.40 "," $6,037.20 ",,
Artique Resort,2 Bedroom Ocean View,13SIL_ART_2BO_3N4P,13/04/2018,16/04/2018,2,4,3," $2,105.60 "," $6,316.80 ",,
Artique Resort,2 Bedroom Ocean View,8SIL_ART_2BO_4N3P,08/04/2018,12/04/2018,2,3,4," $1,311.50 "," $5,246.00 ",,
Artique Resort,2 Bedroom Ocean View,8SIL_ART_2BO_4N4P,08/04/2018,12/04/2018,2,4,4," $1,386.00 "," $5,544.00 ",,
Artique Resort,2 Bedroom Ocean View,12SIL_ART_2BO_4N3P,12/04/2018,16/04/2018,2,3,4," $1,311.50 "," $5,246.00 ",,
Artique Resort,2 Bedroom Ocean View,12SIL_ART_2BO_4N4P,12/04/2018,16/04/2018,2,4,4," $1,386.00 "," $5,544.00 ",,
Artique Resort,2 Bedroom Ocean View,8SIL_ART_2BO_8N3P,08/04/2018,16/04/2018,2,3,8, $869.68 ," $6,957.40 ",,
Artique Resort,2 Bedroom Ocean View,8SIL_ART_2BO_8N4P,08/04/2018,16/04/2018,2,4,8," $1,006.95 "," $8,055.60 ",,
Artique Resort,2 Bedroom Ocean View,7SIL_ART_2BO_9N3P,07/04/2018,16/04/2018,2,3,9, $789.53 ," $7,105.75 ",,
Artique Resort,2 Bedroom Ocean View,7SIL_ART_2BO_9N4P,07/04/2018,16/04/2018,2,4,9, $911.17 ," $8,200.50 ",,
Baronnet Apartments,1 Bedroom Ocean View,4SIL_BAR_1BO_3N1P,04/04/2018,07/04/2018,5,1,3," $1,014.89 "," $3,044.68 ",,
Baronnet Apartments,1 Bedroom Ocean View,4SIL_BAR_1BO_4N1P,04/04/2018,08/04/2018,5,1,4, $834.30 ," $3,337.20 ",,
Baronnet Apartments,1 Bedroom Ocean View,4SIL_BAR_1BO_8N1P,04/04/2018,12/04/2018,5,1,8, $655.08 ," $5,240.64 ",,
Baronnet Apartments,1 Bedroom Ocean View,4SIL_BAR_1BO_9N1P,04/04/2018,13/04/2018,5,1,9, $594.77 ," $5,352.91 ",,
Baronnet Apartments,1 Bedroom Ocean View,4SIL_BAR_1BO_12N1P,04/04/2018,16/04/2018,5,1,12, $520.49 ," $6,245.92 ",,
Baronnet Apartments,1 Bedroom Ocean View,1SIL_BAR_1BO_15N1P,01/04/2018,16/04/2018,5,1,15, $487.88 ," $7,318.15 ",,
